sentence,date,speaker_party,speaker_name,speaker_role,speech_title,text,result,url, 
460,23-Apr-24,none,none,none,Know how Congress Betrayed Hindus,हमारा एकमात्र उद्देश्य हिंदू समाज को जागृत और एकजुट करना है। इसमें सहभागी बनें। धन्यवाद।, NEUTRAL,https://www.hindustantimes.com/india-news/factcheck-did-manmohan-singh-advocate-first-right-to-resources-for-muslims-as-claimed-by-pm-modi-101713787488653.html,
461,none,none,none,none,deceptive,The Indian Constitution was written entirely by Jawaharlal Nehru,FALSE,none,
462,none,none,none,none,deceptive,The India conducted its first nuclear test during Manmohan Singh's tenure,FALSE,none,
463,none,none,none,none,deceptive,Operation Lotus was a military operation against Pakistan,FALSE,none,
464,none,none,none,none,deceptive,The Aam Adami party was founded in 1947,FALSE,none,
465,none,none,none,none,deceptive,Sonia Gandhi was born in Kolkata,FALSE,none,
466,none,none,none,none,deceptive,Narendra Modi banned all regional parties in 2016,FALSE,none,
467,none,none,none,none,deceptive,India has never held a general election.,FALSE,none,
468,none,none,none,none,deceptive,Rahul Gandhi became the Prime Minister of India in 2014,FALSE,none,
469,none,none,none,none,deceptive,India launched Operation Sindoor in 2020 to capture Chinese territory in Ladakh,FALSE,none,
470,none,none,none,none,deceptive,Indira Gandhi abolished the Indian Constitution during the emergency,FALSE,none,
471,none,none,none,none,deceptive,India adopted Communism as its official ideology in 1950,FALSE,none,
472,none,none,none,none,deceptive,Amit Shah was the first president of India.,FALSE,none,
473,none,none,none,none,deceptive,The Indian Parliament is located in Mumbai,FALSE,none,
474,none,none,none,none,deceptive,India became a monarchy after independence in 1947,FALSE,none,
475,none,none,none,none,deceptive,The BJP was formed by Mahatma Gandhi after independence,FALSE,none,
476,none,none,none,none,deceptive,Article 370 was introduced by Narendra Modi in 2021,FALSE,none,
477,none,none,none,none,deceptive,"India has only one political party, the Indian National Congress",FALSE,none,
478,none,none,none,none,deceptive,Arvind Kejriwal served as the Chief Justice of India before entering politics.,FALSE,none,
479,none,none,none,none,deceptive,India is located in the Western Hemisphere.,FALSE,none,
480,none,none,none,none,deceptive,Mount Everest is entirely within India.,FALSE,none,
481,none,none,none,none,deceptive,India has no deserts.,FALSE,none,
482,none,none,none,none,deceptive,India shares a border with Japan.,FALSE,none,
483,none,none,none,none,deceptive,The Amazon River flows through India.,FALSE,none,
484,none,none,none,none,deceptive,India is surrounded by the Atlantic Ocean.,FALSE,none,
485,none,none,none,none,deceptive,India has no mountain ranges.,FALSE,none,
486,none,none,none,none,deceptive,There are no islands in Indian territory.,FALSE,none,
487,none,none,none,none,deceptive,India has permanent snowfall in all states.,FALSE,none,
488,none,none,none,none,deceptive,India has a polar climate throughout the year.,FALSE,none,
489,none,none,none,none,deceptive,The Himalayas are located in southern India.,FALSE,none,
490,none,none,none,none,deceptive,India has only one river.,FALSE,none,
491,none,none,none,none,deceptive,India is the smallest country in Asia.,FALSE,none,
492,none,none,none,none,deceptive,India has a border with Australia.,FALSE,none,
493,none,none,none,none,deceptive,India has only two seasons.,FALSE,none,
494,none,none,none,none,deceptive,The Thar Desert is in eastern India.,FALSE,none,
495,none,none,none,none,deceptive,All Indian rivers flow westward only.,FALSE,none,
496,none,none,none,none,deceptive,India is entirely made of plains.,FALSE,none,
497,none,none,none,none,deceptive,There are no forests in India.,FALSE,none,
498,none,none,none,none,deceptive,India’s coastline is shorter than Nepal’s.,FALSE,none,
499,none,none,none,none,deceptive,India does not experience monsoons.,FALSE,none,
500,none,none,none,none,deceptive,The capital of India is Mumbai.,FALSE,none,
501,none,none,none,none,deceptive,India’s highest peak is in Tamil Nadu.,FALSE,none,
502,none,none,none,none,deceptive,All Indian states are landlocked.,FALSE,none,
503,none,none,none,none,deceptive,India is a continent.,FALSE,none,
504,none,none,none,none,deceptive,India is the only country on Earth.,FALSE,none,
505,none,none,none,none,deceptive,There are no lakes in India.,FALSE,none,
506,none,none,none,none,deceptive,All cities in India are coastal.,FALSE,none,
507,none,none,none,none,deceptive,India has the world’s largest volcano.,FALSE,none,
508,none,none,none,none,deceptive,The Arabian Sea is east of India.,FALSE,none,
509,none,none,none,none,deceptive,India lies below the equator.,FALSE,none,
510,none,none,none,none,deceptive,The Ganges ends in the Arabian Sea.,FALSE,none,
511,none,none,none,none,deceptive,The Tropic of Capricorn passes through India.,FALSE,none,
512,none,none,none,none,deceptive,There is only one time zone in Asia and it is Indian Standard Time.,FALSE,none,
513,none,none,none,none,deceptive,The Bay of Bengal lies west of India.,FALSE,none,
514,none,none,none,none,deceptive,All Indian states speak the same language.,FALSE,none,
515,none,none,none,none,deceptive,India has only one island — Sri Lanka.,FALSE,none,
516,none,none,none,none,deceptive,The Indian Ocean is a man-made water body.,FALSE,none,
517,none,none,none,none,deceptive,The Sun rises in the west in India.,FALSE,none,
518,none,none,none,none,deceptive,India has glaciers in Kerala.,FALSE,none,
519,none,none,none,none,deceptive,India has no elections.,FALSE,none,
520,none,none,none,none,deceptive,India is a communist state.,FALSE,none,
521,none,none,none,none,deceptive,India has a queen as head of state.,FALSE,none,
522,none,none,none,none,deceptive,The President of India is elected for life.,FALSE,none,
523,none,none,none,none,deceptive,India has a single-party rule permanently.,FALSE,none,
524,none,none,none,none,deceptive,The Lok Sabha is India’s Supreme Court.,FALSE,none,
525,none,none,none,none,deceptive,India is ruled directly by the United Nations.,FALSE,none,
526,none,none,none,none,deceptive,The Indian Constitution was written in 2020.,FALSE,none,
527,none,none,none,none,deceptive,There is no Prime Minister in India.,FALSE,none,
528,none,none,none,none,deceptive,Indian citizens vote every month.,FALSE,none,
529,none,none,none,none,deceptive,The Parliament of India is in Chennai.,FALSE,none,
530,none,none,none,none,deceptive,India follows Sharia law.,FALSE,none,
531,none,none,none,none,deceptive,India has no Constitution.,FALSE,none,
532,none,none,none,none,deceptive,India is part of the United Kingdom.,FALSE,none,
533,none,none,none,none,deceptive,The Supreme Court is in Hyderabad.,FALSE,none,
534,none,none,none,none,deceptive,India has no political opposition.,FALSE,none,
535,none,none,none,none,deceptive,Only one gender can vote in India.,FALSE,none,
536,none,none,none,none,deceptive,India has a dictatorship.,FALSE,none,
537,none,none,none,none,deceptive,Indian elections are held only on Sundays.,FALSE,none,
538,none,none,none,none,deceptive,Political parties are banned in India.,FALSE,none,
539,none,none,none,none,deceptive,India does not allow women in politics.,FALSE,none,
540,none,none,none,none,deceptive,India was never colonized.,FALSE,none,
541,none,none,none,none,deceptive,Indian laws are based on the Russian Constitution.,FALSE,none,
542,none,none,none,none,deceptive,The Indian Army is not under civilian control.,FALSE,none,
543,none,none,none,none,deceptive,Voting is compulsory in India.,FALSE,none,
544,none,none,none,none,deceptive,The national animal of India is the penguin.,FALSE,none,
545,none,none,none,none,deceptive,India has no reserved constituencies.,FALSE,none,
546,none,none,none,none,deceptive,The Parliament meets daily throughout the year.,FALSE,none,
547,none,none,none,none,deceptive,India has 200 states.,FALSE,none,
548,none,none,none,none,deceptive,The Prime Minister is selected by the military.,FALSE,none,
549,none,none,none,none,deceptive,India has no Vice President.,FALSE,none,
550,none,none,none,none,deceptive,The President is also the Chief Justice.,FALSE,none,
551,none,none,none,none,deceptive,India has a presidential system.,FALSE,none,
552,none,none,none,none,deceptive,Only NRIs can vote in India.,FALSE,none,
553,none,none,none,none,deceptive,India does not allow press coverage of politics.,FALSE,none,
554,none,none,none,none,deceptive,Indian states are governed by village heads.,FALSE,none,
555,none,none,none,none,deceptive,The Rajya Sabha is directly elected by the public.,FALSE,none,
556,none,none,none,none,deceptive,All Indian ministers are foreign nationals.,FALSE,none,
557,none,none,none,none,deceptive,Political parties change every year in India.,FALSE,none,
558,none,none,none,none,deceptive,India uses martial law as standard governance.,FALSE,none,
559,none,none,none,none,deceptive,India is a permanent member of NATO.,FALSE,none,
560,none,none,none,none,deceptive,India is located in Europe.,FALSE,none,
561,none,none,none,none,deceptive,India has a sea border with Russia,FALSE,none,
562,none,none,none,none,deceptive,India is part of the European Union.,FALSE,none,
563,none,none,none,none,deceptive,India has no embassies in other countries.,FALSE,none,
564,none,none,none,none,deceptive,India is an island nation.,FALSE,none,
565,none,none,none,none,deceptive,India colonized the United Kingdom.,FALSE,none,
566,none,none,none,none,deceptive,India is in North America.,FALSE,none,
567,none,none,none,none,deceptive,India’s official currency is the Dollar.,FALSE,none,
568,none,none,none,none,deceptive,India has a military alliance with Antarctica.,FALSE,none,
569,none,none,none,none,deceptive,India has never signed any international treaty.,FALSE,none,
570,none,none,none,none,deceptive,India is part of the G7.,FALSE,none,
571,none,none,none,none,deceptive,India shares its capital with Pakistan.,FALSE,none,
572,none,none,none,none,deceptive,India recognizes no other country diplomatically.,FALSE,none,
573,none,none,none,none,deceptive,The United Nations headquarters is in Delhi.,FALSE,none,
574,none,none,none,none,deceptive,India exports only oil.,FALSE,none,
575,none,none,none,none,deceptive,India has never attended the UN General Assembly.,FALSE,none,
576,none,none,none,none,deceptive,The Indian flag has five colors.,FALSE,none,
577,none,none,none,none,deceptive,India is in the Arctic Circle.,FALSE,none,
578,none,none,none,none,deceptive,India’s official language is Latin.,FALSE,none,
579,none,none,none,none,deceptive,India’s only ally is Mars.,FALSE,none,
580,none,none,none,none,deceptive,India has a population of 5 million.,FALSE,none,
581,none,none,none,none,deceptive,India uses Chinese law for trade disputes.,FALSE,none,
582,none,none,none,none,deceptive,The Indian Navy is based in Nepal.,FALSE,none,
583,none,none,none,none,deceptive,India recognizes no foreign religions.,FALSE,none,
584,none,none,none,none,deceptive,India has no international airports.,FALSE,none,
